id,brand,categories,asins,n_reviews,example_text,avg_rating
AV1T1naH-jtxr-f31CpM,Amazon,"Electronics,Amazon Devices",B01M71HRMY,4,"amazon's two bargain fire tablets how good is the 7 model and how do they compare (and note sound quality limitations) 1, amazon has just updated their bargain priced fire tablets. while these latest models are only slightly better than the preceding generation, i believe that they still represent the absolute best value tablet on the market. its still hard for me to adjust to the fact that a tablet device can now be purchased for just fifty bucks, and its such a good all-around performer (for the most part)!i purchased both the 7 and 8 fire models because i wanted to see how they compared, and i was curious how they performed. they are both shown in the video attached to this review. i will focus here on the 7 model, to try to help the potential buyer decide whether or not the more expensive 8 fire tablet is worth the extra money (and if the 7 model is worth purchasing on its own merits).i've given this 7 model a 4-star rating after further consideration and largely because of the very mediocre quality sound output (see detailed comments below). it is still a terrific bargain at the price, but i do want to be clear that it is not ideal for all uses.summary- these new models represent minimal changes compared to the previous generation fire tablets:--- same display specs as before (amazon says the 7 model has an improved display), same processors (1.3 ghz quad-core but a newer model that is probably slightly faster in operation), same standard and available storage (7 8 or 16 gb 8 16 or 32 gb)--- new colors--- the 8 model is 10 cheaper--- the 7 model now has dual band wi-fi (previously single band wi-fi) for better connectivity--- kids edition now available for both models (previously only the 7 model).read more amazon",4.75
AV1T1u7jvKc47QAVgf3J,Amazon,Amazon Devices,B00LWHUB9A,3,"excellent tablet at a reasonable price. the fire hdx is setting the bar for other tablets! 4, the new fire hdx 8.9 is definitely one powerful tablet, packed with some pretty nice features. while it does have some small flaws here and there, it generally is an all around great buy. i'll go over some of what i've noticed using the tablet, what i've learned from others who are using it, as well as the specs and how i feel about them. hopefully it'll give you more insight into the product and help you make an easier decision whether or not to buy it.*** build quality ***one of the first things i noticed was the outstanding build quality. the tablet weighs less than much of its competition, and provides a nice feel due to the materials used in making the case which gives you a nice grip so you don't drop the tablet as easily. everything feels solid... it doesn't have that cheap feel that some of the android based tablets have. apple still holds the title for most durable case as it's aluminum but unless you plan on throwing this thing around, you don't need the aluminum... it weighs more and it's cold!*** snapdragon processor and gpu ***this new hdx 8.9 comes with the 2.5ghz snapdragon processor and a nice gpu so this is going to be one of your fastest tablets on the market at the moment, if not the fastest. intel and nvidia are continuously working on cpu's for the tablet and chromebook markets, bragging about their performance and how they blow away the competition. acer, for example, is utilizing an nvidia tegra k1 arm based cpu running at 2.1ghz quad-core. that is insanely fast for something like a chromebook which functionality wise, is pretty much the same thing as a tablet. unfortunately for acer, the snapdragon cpu on the fire hdx is more powerful (2.5 ghz vs. 2.1 ghz) and appears to be using less power.read more amazon",4.333333333333333
AV29VS9cvKc47QAVp03c,Amazon,Amazon Devices,B00VKM5NFY,4,"simply gorgeous 3, i previously owned an asus infinity with 10 inch screen until it died on vacation and i grabbed the smaller 8 gb fire during the one day sale. i could not get used to the small screen or lack of storage so here i am with the new 10 inch fire. if you liked your fire 7 you will love this. the 32 gb is sufficient itself for downloading tons of books, music, and a couple of movies and games but when you pair that with the ability at last to use a memory card (and it's about time amazon makes a version that can do this) the storage is enough for even most power users! set up is a breeze just follow the onscreen instructions. within minutes out of the box i was surfing the web, checking my email and posting on facebook. after charging the battery to full i streamed a one hour tv show from netflix and when i checked afterwards the battery was still at 95 percent. i am writing this review on it right now. if you have prime you can download a movie to watch later without needing your wifi which is a big plus for me as we are in storm season here so when the power goes out i can at least watch a movie. amazon",4.5
AV29ePzlGV-KLJ3amjUT,Amazon,Amazon Devices,B00QJDS7I4,3,"honest kindle review let me guess: you love books, but you're not sure you want to get a kindle because you love the feel of books, righti'm here to tell you that the kindle is the perfect balance of book and digital format.short reviewyes, you should buy a kindle. get the paperwhite with no ads. you're welcome.long reviewi love physical books too, i'm with you. but i know myself, and i know that once i forget to take the book i'm reading with me, that's it. i'll start another book and rarely finish the first. i also know if i try and read on my phone or ipad that i'll get distracted and start wondering about what's happening on the internet (instagram's not gonna scroll itself). either way i'm not finishing the book.why kindlethe kindle takes the best of both worlds and mashes them together. the e ink display is honestly incredible. i wish iphones had an e ink display. it really looks just like a printed page. so you get the experience of reading a physical paper book, but with the perks of being digital.namely:- share what book you're reading to goodreads, facebook, or twitter (so you can look smort)- built in dictionary (so you can learn the proper spelling of the word smort)- export your highlights as a pdfplus, it'll also sync with the kindle app on your phone so you can squeeze in the final few pages of the chapter while you're in the bathroom (don't pretend you don't do that. you're either on your phone or you're reading the febreeze ingredients)reading in bedthe backlight looks great. it's a perfect size.read more amazon",5.0
AV2Mus6LGV-KLJ3alnyc,Amazon,Amazon Devices,B00VKLBU3Y,4,"simply gorgeous 3, i previously owned an asus infinity with 10 inch screen until it died on vacation and i grabbed the smaller 8 gb fire during the one day sale. i could not get used to the small screen or lack of storage so here i am with the new 10 inch fire. if you liked your fire 7 you will love this. the 32 gb is sufficient itself for downloading tons of books, music, and a couple of movies and games but when you pair that with the ability at last to use a memory card (and it's about time amazon makes a version that can do this) the storage is enough for even most power users! set up is a breeze just follow the onscreen instructions. within minutes out of the box i was surfing the web, checking my email and posting on facebook. after charging the battery to full i streamed a one hour tv show from netflix and when i checked afterwards the battery was still at 95 percent. i am writing this review on it right now. if you have prime you can download a movie to watch later without needing your wifi which is a big plus for me as we are in storm season here so when the power goes out i can at least watch a movie. amazon",4.5
AV3as-VX-jtxr-f3_PPu,Amazon,Amazon Devices,B01LW1MS9C,8,"great upgrade for aesthetics i'm a huge fan of the echo family. i have two echo's, three dots and one tap. no they aren't essential to my life but i love playing music, listening to the news and controlling the philips hue smart lights throughout my home. it was a large investment that most of the population won't make - with that being said i am not a huge fan of the way the hockey puck dots look like. glossy plastic looks a little cheap to me although it has no effect on the performance of them. having the dot cover is a great option and it looks fantastic.some reviewers say they look cheap or fit too loose - i'm not sure why people are moving their dots. since dots are made to be stationary, have a loose fitting cover isn't an issue. to me, it fits perfectly. they also aren't made of real fabric, but the important part is that it does look like the fabric in the picture. not being fabric is a better option considering plastic is much more durable than material and will hold its color better if your dot happens to get sunlight.i bought three covers - blue, grey and white. they all look good but the grey is my favorite as it doesn't attract more attention than it needs to. with that being said, i like all three colors.edit 07/11/2017 - these covers hold up well over time. mine haven't collected dust or faded. i've kept them on for over half a year and not a single issue (not that i'd expect any besides possible fading). amazon",4.625
AV3atCk2glJLPUi8SQna,Amazon,Amazon Devices,B01LW1MS9C,8,"great upgrade for aesthetics i'm a huge fan of the echo family. i have two echo's, three dots and one tap. no they aren't essential to my life but i love playing music, listening to the news and controlling the philips hue smart lights throughout my home. it was a large investment that most of the population won't make - with that being said i am not a huge fan of the way the hockey puck dots look like. glossy plastic looks a little cheap to me although it has no effect on the performance of them. having the dot cover is a great option and it looks fantastic.some reviewers say they look cheap or fit too loose - i'm not sure why people are moving their dots. since dots are made to be stationary, have a loose fitting cover isn't an issue. to me, it fits perfectly. they also aren't made of real fabric, but the important part is that it does look like the fabric in the picture. not being fabric is a better option considering plastic is much more durable than material and will hold its color better if your dot happens to get sunlight.i bought three covers - blue, grey and white. they all look good but the grey is my favorite as it doesn't attract more attention than it needs to. with that being said, i like all three colors.edit 07/11/2017 - these covers hold up well over time. mine haven't collected dust or faded. i've kept them on for over half a year and not a single issue (not that i'd expect any besides possible fading). amazon",4.625
AVpe6TZCilAPnD_xQrVy,Amazon,"Amazon Devices,Kindle Store","B008GG93YE,B00LWHUBPO,B0051QYGXA",20,"new kindle buyer thinking about nook read on ... 15, i got my first kindle. this is a nice ebook reader. i'm going to jump right in and tell you what i found to be its pros and cons. then i'm going to tell how it compares to its biggest competitor, the barnes noble nook simple touch.kindle's pros:great screen: many people do not find lcds hard to read on (e.g. smartphones, tablets, kindle fire, nook color, etc.), but virtually everyone will find e-ink easier to read, any time of day. especially the newest e-ink pearl displays. they simply look like paper and ink. i have never experienced any eye strain reading e-ink book readers, but i have with lcd based phone/tablet screens.thin and lightweight: this kindle is thinner than any paperback and lighter too. this makes it very easy to hold in a sitting position, and for long periods too. it also makes it easy to transport in a purse, backpack, or messenger bag (or in luggage for traveling). many people like to take a few books when travelling, and this kindle lets you take as many as you want and adds virtually nothing to your travel burden.good value: even without a touchscreen, the kindle is a good value. it is a well-made product, it offers cloud storage of your books (and well it should, since it offers no ability to expand storage capacity with an add-in microsd card), the screen is excellent, amazon is a dogged competitor in book pricing. the kindle 4 is the best value of amazon's e-ink readers. some may be tempted to get the version with the built-in light. if you can afford it, sure, go ahead. but let me point out you don't have to spend 20 for a fancy-schmancy book light. your local dollar store has them for ... wait for it ... a buck.read more amazon",4.75
AVpe7AsMilAPnD_xQ78G,Amazon,"Amazon Devices,mazon.co.uk",B00QJDU3KY,23,"paperwhite voyage, no regrets! i initially had trouble deciding between the paperwhite and the voyage because reviews more or less said the same thing: the paperwhite is great, but if you have spending money, go for the voyage.fortunately, i had friends who owned each, so i ended up buying the paperwhite on this basis: both models now have 300 ppi, so the 80 dollar jump turns out pricey the voyage's page press isn't always sensitive, and if you are fine with a specific setting, you don't need auto light adjustment).it's been a week and i am loving my paperwhite, no regrets! the touch screen is receptive and easy to use, and i keep the light at a specific setting regardless of the time of day. (in any case, it's not hard to change the setting either, as you'll only be changing the light level at a certain time of day, not every now and then while reading).also glad that i went for the international shipping option with amazon. extra expense, but delivery was on time, with tracking, and i didnt need to worry about customs, which i may have if i used a third party shipping service. amazon",4.666666666666667
AVpe7LD5LJeJML43ybWA,Amazon,"Amazon Devices,Kindle Store,buy a kindle","B00DOPNO4M,B00BWYQ9YE,B00CYQPMJC,B00CUU1CGY,B00BWYRF7E,B00CYQP3AK",69,"apri 28th update - good upgrade from last year model-beautiful display, great device-fell short on battery life 18, update on dec 23 2013 - please scroll to the very end of this review for 2 month use update. ...for those who are looking at getting the best tablet out there at the moment, this is the one you should be looking at.my profile: heavy tablet users for personal and business purposes. i work on my tablet around 4-5 hours a day (email / documents / spreadsheet / pdf ) and use it 1-2 hours for personal use such as watching movies or reading books/magazine. tablet is my go-to device for all internet related search i do.i have the following and/or used the following before:1) ipad 12) ipad 23) ipad 44) ipad mini5) kindle fire6) kindle fire hd7) kindle fire hd 8.98) asus transformer with keyboard9) nexus 7 first gen10) ipad air 16gb wifias you can see, i been through many devices and hope this review with my experience helps users decide if this is the right device for them. this will be an ongoing review for this device throughout this next year. for comparison sake, i will use last year's kindle and ipad mini as they are the closest size to this hdx 7speed (9/10):this is leaps and bounds faster than last year kindle hd. last year kindle struggles to go through any hd video content i put in. this year's hdx able to play seamlessly all the hd 1080p contents i added. it is incredible how much the 2.2ghz quad processor improved vs last year's model dual 1.2ghz.screen (9/10):this is the biggest improvement over last year's model. the screen is in true hd 1080p (1920x1080). this means any hd content i throw at it will view in its intended resolution. the screen is crystal clear (much better than ipad mini) and the viewing angle is incredible.read more amazon",4.409090909090909
AVpf0MlqLJeJML43EQEi,Amazon,"Amazon Devices,Kindle Store","B008GGCAVM,B00DOPNMVM",41,"you get what you pay for 31, i've been an ipad user since the original came out. i also have an ipad 3. i have worked in it for the past few years so i would say i am pretty good with technology and fancy new devices. with that introduction out of the way, i will be reviewing key points that i have seen touched upon in other reviews. here goes...buildthe device feels nice and solid. i'm a little surprised at how heavy it is, but that's not necessarily a bad thing. the rubberized backing is always nice for added grip. it's not as nice as say unibody aluminum, but it's not 500 either.screenthe screen is fantastic. but my problem is the same as when ipad got retina display, other than the os, most apps look rather pixelated. a lot of the games i tried are not high definition, at least not high enough to look smooth on this screen. hopefully apps get updated to higher resolutions.lock screen adsyeah there are ads on my lock screen. i'm not sure why this is such a big deal. how much time do people really spend looking at the lock screen the first thing i thought when i saw the ads is wow the pictures are really crisp! the ads are there to subsidize some of the 200 price tag. i might pay the 15 to get rid of them so i can customize it, but i might not. i feel like this has been blown out of proportion by other customers.soundthe sound from the speakers is great. much better than you would get from more expensive devices, very crisp and clean. i have the official amazon case on and it has not affected the sound at all. nothing much else to say, i doubt anyone will complain about this.crashingi've had two apps crash on opening. i don't know if it is the app or the os. it's probably somewhere in the middle. again, not a big deal for me.read more amazon",4.416666666666667
AVpfAVXdLJeJML430RhN,Amazon,"Amazon Devices,Kindle Accessories",B00KSR13CE,12,"more evolutionary than revolutionary, but worth the upgrade 11, this is the fifth e-ink kindle reader that i've bought. my wife and i were early adopters of kindle, and when we buy a new kindle, the old one goes to the next niece or nephew in line. i loved the original paperwhite, with its small size, touch screen, front-lighting, and virtual keyboard. the all-new paperwhite is a definite step up, and for me, it was worth the move, but others will have to decide for themselves. if you read a lot, and you don't already have one of the newer e-ink kindles, it's definitely worth upgrading to the paperwhite. if you have the original paperwhite, the upgrade is well worth considering. although i've only had the new paperwhite a few hours, i'm already glad i upgraded. here's a summary of my initial impressions of the new paperwhite.size: it's the same size as the original paperwhite - 6.7x4.6x0.36. the weight has been reduced slightly from 7.8 ounces to 7.3 ounces. the paperwhite is very comfortable to hold in one hand, which is how i usually read. the really good news is that if you have a case for the original paperwhite, it will also fit the new one (thank you, amazon). if you buy a case, i highly recommend that the case include the magnetic autowake function. it's much easier to turn the kindle on and off without fumbling for the small power switch.lighting: the front-lighting is noticeably improved over the original paperwhite, which had slightly visible shadows coming from the bottom edge where the led lights were located. (it didn't bother me, but some readers were annoyed by that.) i couldn't see any shadows in the new paperwhite, where the lighting appears brighter and more uniform. with the paperwhite's front lighting, you'll never need a clip-on light, even in total darkness.read more amazon",4.333333333333333
AVpfBEWcilAPnD_xTGb7,Amazon,"Kindle Store,Amazon Devices,Electronics",B002Y27P3M,31,"worth the money. not perfect, but very very good for start to finish novels in good light the kindle is my first e-ink reader. i own an ipad, an iphone, and have owned a windows-based phone in the past that i used as an ereader.my overall impression of the device is good.the good:i'd honestly rather read linear (read from page one to the end, one page at a time) fiction from it than a book, because i can't always get comfortable with a book. hardcovers are sometimes a bit heavy, and paperbacks don't always lie open easily. the kindle is incredibly light and thin. i can hold it in one hand easily. the page turn buttons are conveniently located. page-turns aren't instant, but they're probably quicker than turning a physical page in a printed book (there are just a lot more page-turns unless you choose a small font). the contrast is better than other ereaders i've seen. there is zero eye strain in good light. my eyesight isn't the greatest and i like being able to increase the font size and read without glasses. i love being able to browse the kindle store and read samples before deciding to purchase. the experimental browser is surprisingly usable, but isn't great. it is useful for browsing wikipedia and blogs. the biggest drawback to the browser is the awkward pointer navigation, using the 5-way pad. it syncs your furthest read page over the internet so you can pick up where you left off using your iphone or ipad.the so-so:the kindle store could use more categories and sorting options. you can't sort by top rated, and there is no category for alternate histories, for example. finding a very-specific type of fiction relies on keyword searches, which don't do a great job. the wifi sometimes doesn't connect before it times-out.read more amazon",4.0
AVpfLiCSilAPnD_xWpk_,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",B00CX5P8FC,165,"i like it amazon...but this is important 5,860 people found this helpful. was this review helpful to you yes no an amazon.com official commented on this review an amazon.com official commented on this review(what's this) the amazon team saysjuly 30, 2014hi dallas, thank you for sharing your feedback. we wanted to let you know that we made it easier to find your favorite prime content with the click of your remote. you can now browse many more prime-only categories, including top prime tv, top prime movies, prime tv for kids, prime movies for kids, prime tv by genre, and prime movies by genre. amazon",4.186046511627907
AVpfODXeilAPnD_xXeUd,Amazon,"Amazon Devices & Accessories,Amazon Device Accessories,Controllers & Remote Controls,Kindle Store,Fire TV Accessories,Controllers & Remotes,Controllers",B00LORGAG6,17,"shouldn't have to settle for a phone app or paying 30 of the entire thing to get another remote. shame on you amazon! my remote went out just a couple weeks after we received the fire stick.put new batteries in it and it worked another couple weeks. then, i didn't have time to get to it until the return time was out. i tried batteries again, cleaning the ports, and everything i could think of. because i can't get the cheap remote working, this fire stick is stuck on the television on which is was originally installed.... until i pay for a new remote. amazon, you can do better than this. i see that there are many, many posts of people like me whose remotes just don't work. a phone app is nice, but shouldn't have to be the only answer besides another remote that costs 30 of the original whole product. amazon",2.5294117647058822
AVpff7_VilAPnD_xc1E_,Amazon,"Categories,Amazon Devices,Streaming Media Players",B00DU15MU4,38,"works great with one critical flaw. (significantly improved) having received my fire tv today, i've been trying it out for the past couple of hours.setup was a no brainer. it required an update immediately so it did take about 15 minutes to have it in action but the process was very simple.the image quality (movies and games) is excellent. i've tried several movies from amazon prime and they look and sound nearly blu ray quality as far as i can tell.navigation is very straightforward and it's generally easy to find anything you're looking for. installation of games and apps goes very smoothly and generally pretty quickly.the remote works very well. i haven't played with the voice search feature much yet, but when i have tried it, it worked well. the buttons on the remote are well thought out and i prefer it to the apple tv remote.i only have one gripe. as far as i can tell, there's no way to limit the list of movies and tv shows to what is available for amazon prime members. this makes it very inconvenient to find things that are free to watch. there are some categories that are limited to prime (most popular on prime, for kids on prime) i want to be able to just see what's available for prime or at least be able to see by category what's available for prime. i'm sure this isn't an oversight. i suspect amazon wants to force us to look at everything and be tempted to buy/rent things but if they really want to compete with netflix, they'll understand that we pay for our prime membership to be able to watch free movies conveniently. a workaround is to do your searching on the web and then search specifically on the device.perhaps i just haven't found the way to search for prime available content. i hope that's the case or i will really be disappointed.read more amazon",4.545454545454546
AVpfldWhLJeJML43_7zF,Amazon,Amazon Devices,B00PD81ETU,3,"the state of the art e-ink reader but is it worth the money to upgrade 13, although i've owned almost every model of kindle ebook readers since the 2nd generation kindle that i bought in 2009, i had to think hard about ordering the new voyage. i was very happy with my paperwhite (the 2nd generation that was released in the fall of 2013), and as much as i wanted to try the voyage, i wasn't sure i wanted to spend 199 on one. it became a moot point, though, when my wife ordered the voyage, saying it was her early christmas present to me. now that i've had time to use the voyage, i have to say i'm impressed. with hardware features like a 300 ppi display, leds that automatically adjust the screen brightness depending on the ambient lighting, and the user's choice of a touchscreen or sensors acting like buttons to turn pages, the voyage is hands down the state-of-the-art e-ink ebook reader. at the end of my review, i'll give my opinion on whether it's worth upgrading from your current ebook reader.when i received the voyage, the setup was quick (although you do have to go through a brief tutorial), and after downloading a few of my books from the amazon cloud and adjusting a few settings, the voyage was ready to go. here's a brief comparison of the voyage and the paperwhite:voyage---------size: 6.4x4.5x0.30weight (wi-fi version): 6.3 ouncesdisplay: 6 diagonal, 300 pixels per inch, 16-level grayscale, led frontlitstorage memory: 4gbpage turns: touchscreen plus pagepressdisplay lighting: adaptive light sensor (automatic) plus manual adjustmentpaperwhite-------------size: 6.7x4.6x0.36weight (wi-fi version): 7.read more amazon",4.333333333333333
AVpfo9ukilAPnD_xfhuj,Amazon,"Amazon Devices & Accessories,Amazon Device Accessories,Controllers & Remote Controls,Kindle Store,Fire TV Accessories,Controllers & Remotes,Controllers",B00NO8JJZW,12,if you are trying to replace a non working remote my fire stick (non voice activated) seemed to be broken. fire stick responds to my iphone app but not the remote. i was ready to purchase this when i thought to go to settings and add another remote. followed the on screen directions and my old remote is back. for some reason it just needed to make the hand shake again. don't forget to try this before giving up and buying another remote. amazon,2.0833333333333335
AVpfpK8KLJeJML43BCuD,Amazon,"Amazon Devices,Home,Smart Home & Connected Living,Smart Hubs & Wireless Routers,Smart Hubs,Home Improvement,Home Safety & Security,Alarms & Sensors,Home Security,Amazon Echo,Home, Garage & Office,Smart Home,Voice Assistants,Amazon Tap,Electronics Features,TVs & Electronics,Portable Audio & Electronics,MP3 Player Accessories,Home Theater & Audio,Speakers,Featured Brands,Electronics,Kindle Store,Frys,Electronic Components,Home Automation,Electronics, Tech Toys, Movies, Music,Audio,Bluetooth Speakers",B01BH83OOM,542,"the echo's little sister is amazing!! 3, important update (3/8/17): as you read my original review, please be aware that amazon announced in early february (2017) a new firmware update that allows amazon tap owners to enable a hands-free option! by going into settings in the alexa app, you can now choose the hands-free option and have your tap respond to voice commands without touching it, just like the echo and echo dot! this is a fabulous development and something tap owners have been hoping for. thank you, amazon!since the lack of hands-free operation was the one major shortcoming of the tap, this wonderful little device has now gotten a whole lot better. one thing to keep in mind, though, especially if you use your tap on battery power: the hands-free mode will drain the battery more quickly, because it requires the microphone to be on at all times. but since you can easily toggle between hands-free or regular tap mode using the alexa app, you can pick and choose how you want to use your tap for maximum battery life and convenience.-------------------------i admit that i was a little skeptical when amazon first introduced its echo device. but i decided to buy one anyway, thinking that if i didn't like it i could easily sell it. after all, back in the early days of the echo it was in very high demand. so the financial risk associated with trying it was minimal. today, as an avid music listener who loves to cook, i'm thrilled that i decided to give the echo a try.i had wanted a device that i could stream music with in the kitchen, and the echos hands-free voice control made it very appealing. but how would it sound that question was quickly answered as soon as i set up and started using my echo.read more amazon",4.533210332103321
AVpfpzCi1cnluZ0-oxEr,Amazon,Amazon Devices,B00DOPNLJ0,43,"kf hdx 8.9 is ok do homework on prime download before you buy 8, updated 12/8/2014one year in...this review is for the the no-ad 64 gb wifi-only hdx 8.9.i use a galaxy s5 android smartphone so the hdx is for media / web surfing / offline viewing for travel. since i had already been using amazon prime and prime music it was a no brainer for me to use the hdx to fill the role of media / web surfing on a tablet.be informed about the download limitations to this device. amazon has been adding clarification to this which should help would-be purchasers make a more informed opinion. this wasn't as obvious as it should have been when i ordered mine so they're listening which is good.be aware that their most popular prime content *may* not be available to download (and save) to your hdx. you can save certain videos to your hdx but you won't know which ones until you buy an hdx and try it out. *** edited 12/21/2013 you can now see a list of prime movies and shows that can be downloaded to the device. that's an improvement and more clearly shows the available downloadable prime content. +1 for amazon. ***i was also under the assumption that you could download as many videos as you'd like with the limiting factor being the memory capacity of the hdx. also not the case. so again, i bought the larger capacity hdx under this assumption. that was dumb on my part as it turns out because you're not limited by storage capacity. you're limited the number of downloads you can have on your device. kids' content can be really short so you may find yourself running into that limitation, but most people never will.read more amazon",3.466666666666667
AVpg4dIu1cnluZ0-7fWM,Amazon,Amazon Devices,B00QJDVBFU,3,"honest kindle review let me guess: you love books, but you're not sure you want to get a kindle because you love the feel of books, righti'm here to tell you that the kindle is the perfect balance of book and digital format.short reviewyes, you should buy a kindle. get the paperwhite with no ads. you're welcome.long reviewi love physical books too, i'm with you. but i know myself, and i know that once i forget to take the book i'm reading with me, that's it. i'll start another book and rarely finish the first. i also know if i try and read on my phone or ipad that i'll get distracted and start wondering about what's happening on the internet (instagram's not gonna scroll itself). either way i'm not finishing the book.why kindlethe kindle takes the best of both worlds and mashes them together. the e ink display is honestly incredible. i wish iphones had an e ink display. it really looks just like a printed page. so you get the experience of reading a physical paper book, but with the perks of being digital.namely:- share what book you're reading to goodreads, facebook, or twitter (so you can look smort)- built in dictionary (so you can learn the proper spelling of the word smort)- export your highlights as a pdfplus, it'll also sync with the kindle app on your phone so you can squeeze in the final few pages of the chapter while you're in the bathroom (don't pretend you don't do that. you're either on your phone or you're reading the febreeze ingredients)reading in bedthe backlight looks great. it's a perfect size.read more amazon",5.0
AVpgKkzMLJeJML43J5BV,Amazon,"Amazon Devices & Accessories,Amazon Device Accessories,Kindle Store,Kindle E-Reader Accessories,Kindle Oasis Accessories",B01HC1S9HU,10,"beautiful and functional originally got the walnut cover with my oasis. it's very nice, and i would describe it as a suede material. for me, the walnut cover didn't age well. lots of scratching, which is' necessarily a bad thing, but it also seemed to darken a bit which made it a bit dirty. the merlot cover is also very nice and ages a whole lot better. after some months of use, it looks as good today as when i first bought it. oasis covers in general are very functional. the 2nd battery in the cover is genius. since i found i really like reading my oasis without the cover, i love the easy on/off design of the case. amazon",3.6
AVpge-anilAPnD_xtDVf,Amazon,"Amazon Devices,Corded Headsets,Electronics Features,Electronics,Audio,Headphones,Kindle Store,Kindle Accessories",B00HX0SRXW,133,"awesome headphones! longevity an issue 1, while i've purchased items from amazon for years, i rarely write reviews. i felt compelled to write one because, although there are only a few reviews at this point, i have never seen such a good product get such bad reviews. i'm hoping as more people purchase these, the star rating will be more accurate of the product itself. i'll address the three biggest complaints i've read from others:sound quality: i think these headphones sound great. i've never owned an expensive pair so i'm not able to compare them to higher-end offerings, but i've owned dozens of cheap and mid-range headphones in the 15-50 range. i'm not an audiophile or a musician so if i'm missing something that should be coming through, but isn't, i'm fine with my ignorance. i would say they're slightly better than apple's buds (which i liked very much and used for years, most recently using their redesigned ones for about a year). there's no tinny, listening through a can sound that's all-too-common with headphones in this price range. as far as people saying they don't compare to apple's buds, well i don't know, maybe they have some crazy exclusive version of apple's buds that are amazing. but compared to the regular earpods, i think amazon's headphones actually sound a bit better. they provide a nice, full sound and represent highs, lows and mids equally well (mainly listening to metal).fit and feel: some people have complained about these falling, or feeling like they're going to fall, out of their ears. there's some validity to this, although obviously it depends on your specific ears. i don't feel like they're going to fall out at all, but if i give the cord a tug, they don't stay as secure as my apple buds.read more amazon",4.012987012987013
AVph5AshLJeJML43f_fT,Amazon,Amazon Devices,B00KDRQEYQ,6,"detailed review of the kindle 10, as has been the case for years, amazon sloooowwwwly adds new changes and features to the kindle. this one is no exception. if you've used a kindle in the past, you're not going to notice much of a change with this one, but since there are some minor upgrades and so forth, i'll briefly go over them:*** screen ***the new kindle is touchscreen and has the typical matte finish with the slightly gray/off-white paper looking background. it's certainly not bright white, but it's also not lcd looking (dark gray.) it does not have buttons for page-turning as the older generations do. if you simply must have the page-turning buttons, please search for the older kindles that offer that. one last thing regarding the screen: this is not a kindle paperwhite or voyage where you have a back-lit screen... this has an unlit, off-white kindle screen. i will say, the text is noticeably crisper and bolder than i've seen with previous generation kindles and i believe that's because amazon is using e-ink's new carta displays instead of the previously used pearl displays. i love that and have been waiting for years for e-ink, the taiwan based company that makes the kindle screens for amazon, to improve them. it looks like they're finally getting it!the new kindle's screen resolution is 167 ppi which is slightly lower than the kindle paperwhite which is 212 ppi, and substantially lower than the kindle voyage which boasts an impressive 300 ppi (individual pixels at this density can not be distinguished by the naked eye.) price-wise though, the base model paperwhite runs 99 at the time of this review, and the voyage base model runs 199 so you can see, the more you pay, the better the resolution and features. 167 ppi is fine though...read more amazon",4.666666666666667
AVphEeRyilAPnD_x035P,Amazon,Amazon Devices,B010BWYP20,3,"after considering the price to purchase 3 of them and checking out the apps my husband and i were pretty sure we would purchase 1, i purchased 3 of these kindle kids edition tablets for my toddlers (ages 4,3,2 years old) and 1 non kids edition one for our older child for easter. i was quite nervous that they'd break or the cases wouldn't be durable or that they wouldn't be able to use the apps they'd been using on my samsung tab s.after considering the price to purchase 3 of them and checking out the apps my husband and i were pretty sure we would purchase them. then i came across the warranty. 2 year worry free guarantee! are you kidding me i knew there had to be a catch, i couldn't find one and at that point we were convinced it would be a good investment.i ordered 3 (at the time pink and blue were our only color choices) so we have 1 pink and 2 blue. which has caused a host of issues on the toddler level (identifying who's tablet is who's as you can imagine)they were easy to set up and create their own profiles and add apps to each of their tables . i love the unlimited freetime, they've had their tables for a few months now and can completely work them themselves and download the apps/movies/books that they want. i don't have to do it for them (with the exception of my 2 year old of course). i was able to link our disney movies anywhere account with our amazon account and now they can access all of our disney digital movies on their tables! which was a huge win for us! i do wish that amazon could figure out a way for us to be able to link our ultraviolet movies, it's a huge bummer that amazon doesn't offer any app to make that possible. i also love that i can login to my amazon account and send apps/movies etc to their tablets as i see fit, i can locate and page their tables when they are misplaced and remote lock them if i need to .read more amazon",2.6666666666666665
AVph_N4z1cnluZ0-IkrF,Moshi,"Cell Phones & Accessories,Accessories,Screen Protectors,Cell,Amazon Devices,Electronics",B00K5W9WZW,12,"updated downgrade update: july 6, 2015i'm reducing my rating to one star because all of a sudden this morning the screen protector just quit adhering to the screen. it falls off completely and if you do get it in place within five minutes it's slipping again and huge bubbles form. i have never had a problem with a moshi product before and i am very surprised by this. at this price there is no excuse for the poor longevity of this product and i would never ever buy one again nor would i advise anybody to spend the money on this product to begin with.original review follows in all its irony except for the whining about the price at the time that i still stand by:superb screen protector. the best you can buy. ridiculous price. moshi products have been the stress reliever i've relied on when it comes to tablets and phone screen saver installation with their bubble proof installation and performance, but in this particular case i think the price i paid was twice what it was worth. so now the stress is back. moshi",3.3333333333333335
